S No.,Manufacturer/Importer Name and address,License Number,Name of Device and Device Class,Intended Use,Brand Name,Model Numbers,Issuing Authority,Action,Address,Intended,Price (INR),Specifications / Details
738,"Quantum Care Co., Jubilee Hills, Hyderabad, Telangana",Licence no: IMP/MD/2023/00386 Issued on: 05-APR-2023,"External Fixator System, class type: Class C",A stabilizing frame placed on the outside of a limb to hold broken bones in proper alignment.,ExoFix-Basic,ExoFix-6989,SLA - Delhi,,"Legal Manufacturing Site : Quantum Care Co. Unit, Telangana",A stabilizing frame placed on the outside of a limb to hold broken bones in proper alignment.,36000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
739,"Quantum Care Co., Jubilee Hills, Hyderabad, Telangana",Licence no: MFG/MD/2020/00822 Issued on: 05-MAR-2020,"External Fixator System, class type: Class C",A stabilizing frame placed on the outside of a limb to hold broken bones in proper alignment.,ExoFix-X,ExoFix-8489A,SLA - Gujarat,,"Legal Manufacturing Site : Quantum Care Co. Unit, Telangana",A stabilizing frame placed on the outside of a limb to hold broken bones in proper alignment.,37000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
740,"NovaBio Tech, Phase 8, Industrial Area, Mohali, Punjab",Licence no: MFG/MD/2018/00170 Issued on: 06-FEB-2018,"External Fixator System, class type: Class C",A stabilizing frame placed on the outside of a limb to hold broken bones in proper alignment.,ExoFix-Plus,ExoFix-4149X,SLA - Maharashtra,,"Legal Manufacturing Site : NovaBio Tech Unit, Punjab",A stabilizing frame placed on the outside of a limb to hold broken bones in proper alignment.,13000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
741,"Astra Medical Supplies, Ring Road, Surat, Gujarat",Licence no: MFG/MD/2020/00994 Issued on: 24-NOV-2020,"External Fixator System, class type: Class C",A stabilizing frame placed on the outside of a limb to hold broken bones in proper alignment.,ExoFix-Elite,ExoFix-4862,SLA - Telangana,,"Legal Manufacturing Site : Astra Medical Supplies Unit, Gujarat",A stabilizing frame placed on the outside of a limb to hold broken bones in proper alignment.,18000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
742,"LifeCare Innovations, Tech Park, OMR, Chennai, Tamil Nadu",Licence no: IMP/MD/2022/00934 Issued on: 18-AUG-2022,"External Fixator System, class type: Class C",A stabilizing frame placed on the outside of a limb to hold broken bones in proper alignment.,ExoFix-Advance,ExoFix-6036,SLA - Karnataka,,"Legal Manufacturing Site : LifeCare Innovations Unit, Tamil Nadu",A stabilizing frame placed on the outside of a limb to hold broken bones in proper alignment.,15000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
743,"Zenith Medical Devices, Tower B, BKC, Bandra East, Mumbai, Maharashtra",Licence no: IMP/MD/2021/00182 Issued on: 04-SEP-2021,"External Fixator System, class type: Class C",A stabilizing frame placed on the outside of a limb to hold broken bones in proper alignment.,ExoFix-Plus,ExoFix-5926B,SLA - Karnataka,,"Legal Manufacturing Site : Zenith Medical Devices Unit, Maharashtra",A stabilizing frame placed on the outside of a limb to hold broken bones in proper alignment.,15000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
744,"Pioneer Health Systems, Sector V, Salt Lake, Kolkata, West Bengal",Licence no: MFG/MD/2023/00305 Issued on: 16-OCT-2023,"External Fixator System, class type: Class C",A stabilizing frame placed on the outside of a limb to hold broken bones in proper alignment.,ExoFix-X,ExoFix-2066X,SLA - Delhi,,"Legal Manufacturing Site : Pioneer Health Systems Unit, West Bengal",A stabilizing frame placed on the outside of a limb to hold broken bones in proper alignment.,38000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
745,"Pioneer Health Systems, Sector V, Salt Lake, Kolkata, West Bengal",Licence no: MFG/MD/2022/00312 Issued on: 06-JUL-2022,"External Fixator System, class type: Class C",A stabilizing frame placed on the outside of a limb to hold broken bones in proper alignment.,ExoFix-X,ExoFix-2413X,SLA - Tamil Nadu,,"Legal Manufacturing Site : Pioneer Health Systems Unit, West Bengal",A stabilizing frame placed on the outside of a limb to hold broken bones in proper alignment.,38000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
746,"MediCorp India Pvt Ltd, Cyber City, Phase 2, Gurgaon, Haryana",Licence no: MFG/MD/2023/00547 Issued on: 01-FEB-2023,"External Fixator System, class type: Class C",A stabilizing frame placed on the outside of a limb to hold broken bones in proper alignment.,ExoFix-Ultra,ExoFix-4244X,SLA - Karnataka,,"Legal Manufacturing Site : MediCorp India Pvt Ltd Unit, Haryana",A stabilizing frame placed on the outside of a limb to hold broken bones in proper alignment.,17000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
747,"MediCorp India Pvt Ltd, Cyber City, Phase 2, Gurgaon, Haryana",Licence no: IMP/MD/2021/00983 Issued on: 22-JAN-2021,"Intramedullary Nail, class type: Class C",A metal rod forced into the medullary cavity of a bone to treat fractures of long bones.,IM-Nail-Plus,IM-Nail-7699B,SLA - Gujarat,,"Legal Manufacturing Site : MediCorp India Pvt Ltd Unit, Haryana",A metal rod forced into the medullary cavity of a bone to treat fractures of long bones.,14000,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
748,"Zenith Medical Devices, Tower B, BKC, Bandra East, Mumbai, Maharashtra",Licence no: IMP/MD/2019/00916 Issued on: 07-OCT-2019,"Intramedullary Nail, class type: Class C",A metal rod forced into the medullary cavity of a bone to treat fractures of long bones.,IM-Nail-Max,IM-Nail-4816B,SLA - Telangana,,"Legal Manufacturing Site : Zenith Medical Devices Unit, Maharashtra",A metal rod forced into the medullary cavity of a bone to treat fractures of long bones.,19000,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
749,"Global Health Solutions, Plot 45, Industrial Area, Peenya, Bangalore",Licence no: IMP/MD/2020/00822 Issued on: 12-SEP-2020,"Intramedullary Nail, class type: Class C",A metal rod forced into the medullary cavity of a bone to treat fractures of long bones.,IM-Nail-Plus,IM-Nail-8166X,SLA - Maharashtra,,"Legal Manufacturing Site : Global Health Solutions Unit, Bangalore",A metal rod forced into the medullary cavity of a bone to treat fractures of long bones.,19000,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
750,"LifeCare Innovations, Tech Park, OMR, Chennai, Tamil Nadu",Licence no: MFG/MD/2022/00177 Issued on: 24-JAN-2022,"Intramedullary Nail, class type: Class C",A metal rod forced into the medullary cavity of a bone to treat fractures of long bones.,IM-Nail-X,IM-Nail-8154B,SLA - Maharashtra,,"Legal Manufacturing Site : LifeCare Innovations Unit, Tamil Nadu",A metal rod forced into the medullary cavity of a bone to treat fractures of long bones.,29000,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
751,"Quantum Care Co., Jubilee Hills, Hyderabad, Telangana",Licence no: MFG/MD/2024/00549 Issued on: 24-FEB-2024,"Intramedullary Nail, class type: Class C",A metal rod forced into the medullary cavity of a bone to treat fractures of long bones.,IM-Nail-Max,IM-Nail-8337A,SLA - Karnataka,,"Legal Manufacturing Site : Quantum Care Co. Unit, Telangana",A metal rod forced into the medullary cavity of a bone to treat fractures of long bones.,20000,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
752,"NovaBio Tech, Phase 8, Industrial Area, Mohali, Punjab",Licence no: MFG/MD/2020/00800 Issued on: 09-APR-2020,"Intramedullary Nail, class type: Class C",A metal rod forced into the medullary cavity of a bone to treat fractures of long bones.,IM-Nail-Max,IM-Nail-4887,SLA - Delhi,,"Legal Manufacturing Site : NovaBio Tech Unit, Punjab",A metal rod forced into the medullary cavity of a bone to treat fractures of long bones.,13000,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
753,"Spark Peripheral Technologies, Shop 1, Moolchand Market, New Delhi",Licence no: MFG/MD/2021/00324 Issued on: 26-APR-2021,"Intramedullary Nail, class type: Class C",A metal rod forced into the medullary cavity of a bone to treat fractures of long bones.,IM-Nail-Advance,IM-Nail-4750B,SLA - Karnataka,,"Legal Manufacturing Site : Spark Peripheral Technologies Unit, New Delhi",A metal rod forced into the medullary cavity of a bone to treat fractures of long bones.,15000,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
754,"NovaBio Tech, Phase 8, Industrial Area, Mohali, Punjab",Licence no: MFG/MD/2019/00899 Issued on: 10-AUG-2019,"Orthopedic Surgical Drill, class type: Class B","A power tool used to drill holes in bone for the placement of screws, wires, or pins.",BoneDrill-X,BoneDrill-5151,SLA - Karnataka,,"Legal Manufacturing Site : NovaBio Tech Unit, Punjab","A power tool used to drill holes in bone for the placement of screws, wires, or pins.",220000,Dimensions: 15-20 cm length | Weight: ~100-500 g | Material: Stainless Steel/Alloy
755,"LifeCare Innovations, Tech Park, OMR, Chennai, Tamil Nadu",Licence no: IMP/MD/2024/00625 Issued on: 11-FEB-2024,"Orthopedic Surgical Drill, class type: Class B","A power tool used to drill holes in bone for the placement of screws, wires, or pins.",BoneDrill-Ultra,BoneDrill-9081A,SLA - Karnataka,,"Legal Manufacturing Site : LifeCare Innovations Unit, Tamil Nadu","A power tool used to drill holes in bone for the placement of screws, wires, or pins.",150000,Dimensions: 15-20 cm length | Weight: ~100-500 g | Material: Stainless Steel/Alloy
756,"Spark Peripheral Technologies, Shop 1, Moolchand Market, New Delhi",Licence no: MFG/MD/2019/00486 Issued on: 27-AUG-2019,"Orthopedic Surgical Drill, class type: Class B","A power tool used to drill holes in bone for the placement of screws, wires, or pins.",BoneDrill-Advance,BoneDrill-7550A,SLA - Maharashtra,,"Legal Manufacturing Site : Spark Peripheral Technologies Unit, New Delhi","A power tool used to drill holes in bone for the placement of screws, wires, or pins.",220000,Dimensions: 15-20 cm length | Weight: ~100-500 g | Material: Stainless Steel/Alloy
757,"LifeCare Innovations, Tech Park, OMR, Chennai, Tamil Nadu",Licence no: IMP/MD/2018/00415 Issued on: 14-OCT-2018,"Orthopedic Surgical Drill, class type: Class B","A power tool used to drill holes in bone for the placement of screws, wires, or pins.",BoneDrill-Ultra,BoneDrill-2343X,SLA - Tamil Nadu,,"Legal Manufacturing Site : LifeCare Innovations Unit, Tamil Nadu","A power tool used to drill holes in bone for the placement of screws, wires, or pins.",160000,Dimensions: 15-20 cm length | Weight: ~100-500 g | Material: Stainless Steel/Alloy
758,"NovaBio Tech, Phase 8, Industrial Area, Mohali, Punjab",Licence no: MFG/MD/2024/00254 Issued on: 24-JAN-2024,"Orthopedic Surgical Drill, class type: Class B","A power tool used to drill holes in bone for the placement of screws, wires, or pins.",BoneDrill-Pro,BoneDrill-4732,SLA - Delhi,,"Legal Manufacturing Site : NovaBio Tech Unit, Punjab","A power tool used to drill holes in bone for the placement of screws, wires, or pins.",330000,Dimensions: 15-20 cm length | Weight: ~100-500 g | Material: Stainless Steel/Alloy
759,"MediCorp India Pvt Ltd, Cyber City, Phase 2, Gurgaon, Haryana",Licence no: MFG/MD/2022/00279 Issued on: 08-MAR-2022,"Orthopedic Traction Bed, class type: Class B",A specialized hospital bed equipped with pulleys and weights to apply traction to fractured limbs.,TractoBed-Pro,TractoBed-4048,SLA - Maharashtra,,"Legal Manufacturing Site : MediCorp India Pvt Ltd Unit, Haryana",A specialized hospital bed equipped with pulleys and weights to apply traction to fractured limbs.,98000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
760,"Apex Surgical Imports, 12, GIDC, Makarpura, Vadodara, Gujarat",Licence no: MFG/MD/2021/00643 Issued on: 22-NOV-2021,"Orthopedic Traction Bed, class type: Class B",A specialized hospital bed equipped with pulleys and weights to apply traction to fractured limbs.,TractoBed-Elite,TractoBed-6028A,SLA - Delhi,,"Legal Manufacturing Site : Apex Surgical Imports Unit, Gujarat",A specialized hospital bed equipped with pulleys and weights to apply traction to fractured limbs.,61000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
761,"Apex Surgical Imports, 12, GIDC, Makarpura, Vadodara, Gujarat",Licence no: MFG/MD/2019/00479 Issued on: 24-SEP-2019,"Pneumatic Tourniquet System, class type: Class B","Applies pressure to a limb to temporarily arrest blood flow, creating a bloodless surgical field.",TourniSafe-Ultra,TourniSafe-1144A,SLA - Maharashtra,,"Legal Manufacturing Site : Apex Surgical Imports Unit, Gujarat","Applies pressure to a limb to temporarily arrest blood flow, creating a bloodless surgical field.",180000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
762,"Quantum Care Co., Jubilee Hills, Hyderabad, Telangana",Licence no: IMP/MD/2023/00313 Issued on: 04-FEB-2023,"Pneumatic Tourniquet System, class type: Class B","Applies pressure to a limb to temporarily arrest blood flow, creating a bloodless surgical field.",TourniSafe-Advance,TourniSafe-3622A,SLA - Gujarat,,"Legal Manufacturing Site : Quantum Care Co. Unit, Telangana","Applies pressure to a limb to temporarily arrest blood flow, creating a bloodless surgical field.",130000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
763,"Spark Peripheral Technologies, Shop 1, Moolchand Market, New Delhi",Licence no: IMP/MD/2018/00484 Issued on: 17-NOV-2018,"Spinal Pedicle Screw System, class type: Class C",Provides stabilization and immobilization of spinal segments as an adjunct to spinal fusion.,SpineLock-Elite,SpineLock-8416B,SLA - Gujarat,,"Legal Manufacturing Site : Spark Peripheral Technologies Unit, New Delhi",Provides stabilization and immobilization of spinal segments as an adjunct to spinal fusion.,22000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
764,"Spark Peripheral Technologies, Shop 1, Moolchand Market, New Delhi",Licence no: MFG/MD/2022/00796 Issued on: 22-FEB-2022,"Spinal Pedicle Screw System, class type: Class C",Provides stabilization and immobilization of spinal segments as an adjunct to spinal fusion.,SpineLock-Pro,SpineLock-4106,SLA - Karnataka,,"Legal Manufacturing Site : Spark Peripheral Technologies Unit, New Delhi",Provides stabilization and immobilization of spinal segments as an adjunct to spinal fusion.,11000,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
765,"Astra Medical Supplies, Ring Road, Surat, Gujarat",Licence no: MFG/MD/2021/00361 Issued on: 28-APR-2021,"Spinal Pedicle Screw System, class type: Class C",Provides stabilization and immobilization of spinal segments as an adjunct to spinal fusion.,SpineLock-Elite,SpineLock-2417X,SLA - Telangana,,"Legal Manufacturing Site : Astra Medical Supplies Unit, Gujarat",Provides stabilization and immobilization of spinal segments as an adjunct to spinal fusion.,8900,Dimensions: 120 x 80 x 150 cm | Weight: ~80-150 kg | Power: 220V AC
766,"NovaBio Tech, Phase 8, Industrial Area, Mohali, Punjab",Licence no: IMP/MD/2018/00164 Issued on: 06-JUL-2018,"Surgical Bone Cement, class type: Class C",An acrylic resin used to secure artificial joints (like hip and knee replacements) to the patient's bone.,CemOrtho-X,CemOrtho-2868,SLA - Tamil Nadu,,"Legal Manufacturing Site : NovaBio Tech Unit, Punjab",An acrylic resin used to secure artificial joints (like hip and knee replacements) to the patient's bone.,3100,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
767,"Global Health Solutions, Plot 45, Industrial Area, Peenya, Bangalore",Licence no: MFG/MD/2021/00955 Issued on: 13-MAY-2021,"Surgical Bone Cement, class type: Class C",An acrylic resin used to secure artificial joints (like hip and knee replacements) to the patient's bone.,CemOrtho-Ultra,CemOrtho-7893B,CLA - CDSCO,,"Legal Manufacturing Site : Global Health Solutions Unit, Bangalore",An acrylic resin used to secure artificial joints (like hip and knee replacements) to the patient's bone.,7800,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
768,"Zenith Medical Devices, Tower B, BKC, Bandra East, Mumbai, Maharashtra",Licence no: MFG/MD/2019/00909 Issued on: 04-SEP-2019,"Surgical Bone Cement, class type: Class C",An acrylic resin used to secure artificial joints (like hip and knee replacements) to the patient's bone.,CemOrtho-Elite,CemOrtho-8073,SLA - Karnataka,,"Legal Manufacturing Site : Zenith Medical Devices Unit, Maharashtra",An acrylic resin used to secure artificial joints (like hip and knee replacements) to the patient's bone.,3800,Dimensions: Varied (Small/Compact) | Weight: < 1 kg | Material: Medical Grade
